,Unnamed: 0,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Horsepower,Displacement_L,Cylinder_Type,seat_numbers
135,135,BMW,X7 xDrive40i,2019,35248,Gasoline,3.0 Liter Twin Turbo,Automatic,Arctic Gray Metallic,Black,None reported,No,"$53,998",335.0,3.0,I6,7.0
136,136,Ford,Transit Connect XLT,2015,194454,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$9,888",169.0,2.5,I4,5.0
137,137,Lexus,LX 570 Three-Row,2021,21000,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Dual Shift,White,Black,None reported,Yes,"$89,999",383.0,5.7,V8,8.0
138,138,Porsche,911 Carrera S,2013,18494,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,not defined,No,"$86,900",400.0,3.8,Flat 6,2.0
139,139,Dodge,Ram 2500 Laramie Quad Cab,2006,218000,Gasoline,330.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,None reported,Yes,"$12,990",330.0,5.7,V8,5.0
140,140,Nissan,Armada SL,2021,67800,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,"$36,500",400.0,5.6,V8,8.0
141,141,Porsche,Cayman Base,2014,79000,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Dual Shift,Red,Black,At least 1 accident or damage reported,Yes,"$42,999",275.0,2.7,Flat 6,2.0
142,142,Mercedes-Benz,GLE 450 GLE 450,2022,24906,Hybrid,3.0 Liter Turbo,Automatic,Selenite Grey Metallic,Black,None reported,No,"$63,998",362.0,3.0,I6,5.0
143,143,Chevrolet,Monte Carlo SS,2006,66840,Gasoline,303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,"$12,000",303.0,5.3,V8,5.0
144,144,BMW,M5 Base,2013,86000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Blue,White,None reported,Yes,"$32,000",560.0,4.4,V8,5.0
145,145,Hyundai,Kona N Base,2023,654,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Ultra Black,Black,None reported,Yes,"$34,599",276.0,2.0,I4,5.0
146,146,Chevrolet,Monte Carlo SS,2005,75000,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$12,500",240.0,3.8,V6,5.0
147,147,Land,Rover Range Rover Evoque Pure,2015,84000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Beige,Black,At least 1 accident or damage reported,Yes,"$22,800",240.0,2.0,I4,5.0
148,148,Audi,S7 4.0T Premium Plus,2017,52500,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Gray,None reported,Yes,"$39,999",450.0,4.0,V8,4.0
149,149,GMC,Acadia SLT-1,2011,120000,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,None reported,Yes,"$7,500",288.0,3.6,V6,7.0
150,150,Alfa,Romeo Stelvio Ti Sport,2020,18665,Gasoline,2.0L I4 16V GDI SOHC Turbo,Automatic,Lunare White Metallic,Ice,None reported,Yes,"$35,645",280.0,2.0,I4,5.0
151,151,Ferrari,FF Base,2016,19987,Gasoline,651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,None reported,Yes,"$149,900",651.0,6.3,V12,4.0
152,152,Kia,K900 5.0L,2017,36486,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,"$23,950",420.0,5.0,V8,5.0
153,153,Ford,E150 XLT,2013,162100,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Gray,None reported,Yes,"$12,500",255.0,5.4,V8,5.0
154,154,Tesla,Model 3 Performance,2022,13079,not defined,455.0HP Electric Motor Electric Fuel System,Automatic,Black,White,None reported,Yes,"$47,000",455.0,0.0,Electric,5.0
155,155,Toyota,4Runner SR5,2022,28377,Gasoline,4.0L V6 24V MPFI DOHC,Automatic,Silver,Gray,None reported,No,"$36,999",270.0,4.0,V6,5.0
156,156,Subaru,Forester Base,2020,32744,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$24,000",182.0,2.5,I4,5.0
157,157,Porsche,Panamera 2,2012,54000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,–,At least 1 accident or damage reported,Yes,"$26,000",300.0,3.6,V6,4.0
158,158,Toyota,Tacoma PreRunner,2008,202055,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,"$8,500",236.0,4.0,V6,5.0
159,159,RAM,2500 Laramie,2019,65000,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,Black,Black,None reported,Yes,"$65,000",370.0,6.7,Straight 6,5.0
160,160,Kia,Sportage Nightfall,2022,9686,Gasoline,2.4L I4 16V GDI DOHC,Automatic,Hyper Red,Black,None reported,Yes,"$30,990",181.0,2.4,I4,5.0
161,161,Cadillac,DTS Base,2010,49620,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,"$10,499",275.0,4.6,V8,5.0
162,162,Toyota,Land Cruiser Base,1997,213000,Gasoline,212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$26,500",212.0,4.5,Straight 6,8.0
163,163,Nissan,GT-R Premium,2020,16010,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$114,000",565.0,3.8,V6,2.0
164,164,Lexus,NX 350 F SPORT Handling,2023,820,Gasoline,2.4 Liter,Automatic,Black,Black,None reported,No,"$51,998",275.0,2.4,I4,5.0
165,165,Audi,Q7 45 Premium Plus,2021,68000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$36,499",248.0,2.0,I4,7.0
166,166,Lexus,LX 470 Base,1999,82000,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$25,000",230.0,4.7,V8,8.0
167,167,GMC,Terrain SLE,2022,27352,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic,Summit White,Jet Black,None reported,No,"$27,785",170.0,1.5,I4,5.0
168,168,Ford,Escape Limited,2012,129000,Gasoline,171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,"$7,000",171.0,2.5,I4,5.0
169,169,Lexus,LS 460 L,2014,106731,Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,"$30,000",360.0,4.6,V8,5.0
170,170,Ford,Expedition Platinum,2019,34672,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,"$45,500",400.0,3.5,V6,8.0
171,171,Chevrolet,Malibu LTZ,2010,55900,Gasoline,252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Beige,Beige,None reported,Yes,"$8,950",252.0,3.6,V6,5.0
172,172,Audi,RS 7 4.0T quattro,2023,3158,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,No,"$128,900",591.0,4.0,V8,4.0
173,173,Audi,A5 2.0T Premium Plus,2015,82000,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,None reported,Yes,"$17,000",220.0,2.0,I4,5.0
174,174,Genesis,G70 2.0T,2023,4785,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Vik Black,Obsidian Black,None reported,Yes,"$42,850",252.0,2.0,I4,5.0
175,175,Chevrolet,Trailblazer LS,2021,20497,Gasoline,1.3L I3 12V GDI DOHC Turbo,Automatic,Pacific Blue Metallic,Black,None reported,No,"$22,999",155.0,1.3,I3,5.0
176,176,Scion,tC Base,2013,177600,Gasoline,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,"$7,100",180.0,2.5,I4,4.0
177,177,Lincoln,MKZ Hybrid Base,2014,78568,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,Blue,Beige,None reported,Yes,"$15,500",188.0,2.0,I4,5.0
178,178,Ford,Transit-350 XL,2018,95000,E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,None reported,Yes,"$43,000",275.0,3.7,V6,12.0
179,179,Porsche,911 GT2 RS,2018,4529,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,Automatic,Black,Black,None reported,Yes,"$417,500",690.0,3.8,H6,2.0
180,180,Ford,Explorer Timberline,2021,25240,Gasoline,2.3L I4 16V GDI DOHC Turbo,Automatic,Gray,Ebony,At least 1 accident or damage reported,No,"$39,951",300.0,2.3,I4,7.0
181,181,Volvo,XC90 3.2,2011,88300,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,"$11,500",235.0,3.2,Straight 6,7.0
182,182,Chevrolet,Avalanche LTZ,2013,98000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,"$27,499",320.0,5.3,V8,5.0
183,183,Audi,TT RS 2.5T,2018,20675,Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Gray,None reported,Yes,"$76,000",400.0,2.5,I5,2.0
184,184,Lincoln,Navigator L,2008,95000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$10,900",300.0,5.4,V8,8.0
185,185,Hyundai,Elantra GLS,2010,107000,Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Blue,At least 1 accident or damage reported,Yes,"$6,250",138.0,2.0,I4,5.0
186,186,Audi,SQ5 3.0T Premium Plus,2016,60000,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,At least 1 accident or damage reported,Yes,"$24,700",354.0,3.0,V6,5.0
187,187,Mitsubishi,Lancer Evolution GSR,2012,33000,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,"$34,999",291.0,2.0,I4,4.0
188,188,Tesla,Model Y Performance,2023,500,not defined,455.0HP Electric Motor Electric Fuel System,Automatic,Black,White,None reported,Yes,"$60,000",455.0,0.0,Electric,5.0
189,189,Mercedes-Benz,Maybach S S 600,2016,108500,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$63,500",523.0,6.0,V12,5.0
190,190,Nissan,GT-R Premium,2017,37800,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Orange,Orange,None reported,Yes,"$149,500",565.0,3.8,V6,2.0
191,191,Mercedes-Benz,GLS 550 Base 4MATIC,2018,74422,Gasoline,4.7 Liter Twin Turbo,Automatic,Obsidian Black Metallic,Gray,None reported,No,"$44,798",450.0,4.7,V8,7.0
192,192,Chevrolet,Blazer Premier,2019,55621,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Silver Ice Metallic,Jet Black,None reported,No,"$34,562",308.0,3.6,V6,5.0
193,193,Mazda,CX-9 Grand Touring,2021,46707,Gasoline,2.5L I4 16V GDI DOHC Turbo,Automatic,Sonic Silver Metallic,Black,At least 1 accident or damage reported,Yes,"$32,541",250.0,2.5,I4,7.0
194,194,Ford,Expedition Max Limited,2022,26500,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$65,900",440.0,3.5,V6,8.0
195,195,Nissan,Titan XD SV,2020,10001,Gasoline,5.6L V8 32V GDI DOHC,Automatic,Black,Black,None reported,Yes,"$47,214",400.0,5.6,V8,5.0
196,196,Lexus,LX 570 Three-Row,2019,19050,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,"$76,900",383.0,5.7,V8,8.0
197,197,Chevrolet,Traverse Premier,2020,52000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$35,800",310.0,3.6,V6,7.0
198,198,Mercedes-Benz,Sprinter High Roof,2014,65000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$54,999",188.0,3.0,V6,5.0
199,199,BMW,X5 3.0i,2004,140000,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Beige,None reported,Yes,"$6,730",225.0,3.0,I6,5.0
200,200,Ford,Fusion SE,2018,75600,Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,"$14,950",181.0,1.5,I4,5.0
201,201,Lincoln,MKZ Base,2015,117292,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,None reported,Yes,"$12,000",240.0,2.0,I4,5.0
202,202,Ford,GT,2005,1897,Gasoline,5.4 Liter SC DOHC,Manual,White,–,None reported,No,"$429,998",500.0,5.4,V8,2.0
203,203,Genesis,G90 5.0 Ultimate,2017,26000,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Dual Shift,White,Beige,None reported,Yes,"$33,600",420.0,5.0,V8,5.0
204,204,Lexus,LC 500 Base,2022,2071,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Nightfall Mica,Caramel,None reported,No,"$99,950",471.0,5.0,V8,2.0
205,205,Ford,Shelby GT500 Base,2014,15629,Gasoline,5.8L V8 32V MPFI DOHC Supercharged,Manual,Black,Black,None reported,No,"$61,900",662.0,5.8,V8,2.0
206,206,Saturn,Sky Base,2008,15020,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Red,None reported,Yes,"$18,500",173.0,2.4,I4,2.0
207,207,Audi,RS Q8 4.0T quattro,2022,11322,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,No,"$119,900",591.0,4.0,V8,5.0
208,208,Toyota,Land Cruiser,2016,50361,Gasoline,5.7 Liter,Automatic,Silver,Black,None reported,No,"$65,998",383.0,5.7,V8,8.0
209,209,Mercedes-Benz,SL-Class SL 550,2013,115000,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,At least 1 accident or damage reported,Yes,"$36,000",429.0,4.6,V8,2.0
210,210,Porsche,911 Carrera C2S,2005,28500,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,"$63,500",355.0,3.8,Flat 6,2.0
211,211,Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,51700,Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Shift,White,Black,None reported,Yes,"$32,000",375.0,2.0,I4,5.0
212,212,Ford,Taurus X Limited,2008,148949,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,"$3,900",263.0,3.5,V6,7.0
213,213,BMW,440 Gran Coupe i,2018,39300,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,"$31,750",320.0,3.0,I6,4.0
214,214,Honda,S2000 CR,2008,82323,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,"$28,500",237.0,2.2,I4,2.0
215,215,Ford,Excursion Limited,2001,109357,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,Automatic,Green,Beige,None reported,Yes,"$12,749",310.0,6.8,V10,8.0
216,216,Mercedes-Benz,SL-Class SL500 Roadster,2004,46000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,"$18,853",302.0,5.0,V8,2.0
217,217,Mercedes-Benz,CLS-Class CLS 550,2007,123112,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,"$104,999",382.0,5.5,V8,5.0
218,218,INFINITI,G35 Sport,2007,37100,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,Yes,"$16,900",306.0,3.5,V6,5.0
219,219,Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,"$14,500",210.0,2.0,I4,5.0
220,220,Dodge,Challenger R/T Scat Pack,2022,1240,Gasoline,6.4L V8 16V MPFI OHV,Automatic,Go Mango!,Black,None reported,No,"$53,900",485.0,6.4,V8,4.0
221,221,Lincoln,Navigator L Reserve,2019,67073,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$47,999",450.0,3.5,V6,8.0
222,222,Maserati,Ghibli S Q4,2015,28700,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Red,not defined,No,"$24,900",404.0,3.0,V6,5.0
223,223,Tesla,Model X Base,2023,8200,not defined,670.0HP Electric Motor Electric Fuel System,Automatic,Black,Black,None reported,Yes,"$93,999",670.0,0.0,Electric,7.0
224,224,Mercedes-Benz,AMG G 63 Base,2018,41000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Black,None reported,Yes,"$108,900",563.0,5.5,V8,5.0
225,225,Ford,Expedition Limited,2018,98995,Gasoline,3.5 Liter GTDI,Automatic,Ingot Silver Metallic,Ebony,None reported,No,"$34,998",400.0,3.5,V6,8.0
226,226,Volkswagen,Routan SE,2012,123815,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$5,000",283.0,3.6,V6,7.0
227,227,Bugatti,Veyron 16.4 Grand Sport,2011,6330,Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,Automatic,White,White,None reported,Yes,"$1,950,995",1200.0,8.0,W16,2.0
228,228,Toyota,Highlander XLE,2020,61341,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,No,"$34,084",295.0,3.5,V6,7.0
229,229,Honda,Civic LX,2016,96473,Gasoline,2.0L I4 16V MPFI DOHC,Automatic,Black,Black,None reported,No,"$15,599",158.0,2.0,I4,5.0
230,230,Jeep,Wrangler Unlimited Sahara,2017,66107,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Black Clearcoat,Black,None reported,No,"$31,331",285.0,3.6,V6,5.0
231,231,Land,Rover Range Rover Supercharged,2008,114287,Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$9,900",400.0,4.2,V8,5.0
232,232,Acura,ILX 2.0L w/Premium Package,2015,75000,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gold,Beige,None reported,Yes,"$14,500",150.0,2.0,I4,5.0
233,233,BMW,M6 Base,2016,45800,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Gold,Black,not defined,No,"$36,800",560.0,4.4,V8,4.0
234,234,Polestar,2 Launch Edition,2021,12172,not defined,Electric,Automatic,Thunder Gray,Charcoal,None reported,No,"$35,999",408.0,0.0,Electric,5.0
235,235,BMW,X6 sDrive35i,2016,70582,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,White,At least 1 accident or damage reported,Yes,"$35,000",300.0,3.0,I6,5.0
236,236,Porsche,Cayman S,2014,33088,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$49,750",325.0,3.4,Flat 6,2.0
237,237,Lincoln,Corsair Grand Touring,2021,1850,Plug-In Hybrid,266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,Automatic,Silver,Beige,None reported,Yes,"$49,000",266.0,2.5,I4,5.0
238,238,Cadillac,DTS Luxury II,2008,94155,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$10,500",275.0,4.6,V8,5.0
239,239,Cadillac,ATS 3.6L Luxury,2016,25000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,None reported,Yes,"$17,999",335.0,3.6,V6,5.0
240,240,GMC,Sierra 1500 SLT,2016,99500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$27,995",355.0,5.3,V8,5.0
241,241,INFINITI,G37 x,2009,158564,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,"$8,750",328.0,3.7,V6,5.0
242,242,Ford,Transit-350 XLT,2023,20000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$78,499",310.0,3.5,V6,12.0
243,243,Cadillac,XTS Luxury,2018,46711,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,"$20,850",304.0,3.6,V6,5.0
244,244,Nissan,NV Passenger NV3500 HD SL V8,2017,46496,Gasoline,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$41,000",375.0,5.6,V8,12.0
245,245,Mercedes-Benz,GLS 450 Base 4MATIC,2019,19800,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$53,800",362.0,3.0,V6,7.0
246,246,Toyota,Land Cruiser Base,2008,175000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,"$37,900",381.0,5.7,Straight 6,8.0
247,247,Toyota,Land Cruiser Base,2016,61500,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$63,500",381.0,5.7,Straight 6,8.0
248,248,RAM,ProMaster 2500 Window Van High Roof,2016,49750,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$65,000",280.0,3.6,V6,12.0
249,249,Lamborghini,Gallardo Base,2007,38800,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Dual Shift,Orange,Orange,None reported,Yes,"$100,000",493.0,5.0,V10,2.0
250,250,Lincoln,MKZ Base,2011,83765,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$8,995",263.0,3.5,V6,5.0
251,251,Mercedes-Benz,EQS 450 4MATIC,2023,7388,not defined,355.0HP Electric Motor Electric Fuel System,Automatic,Gray,Beige,None reported,Yes,"$105,500",355.0,0.0,Electric,5.0
252,252,Lamborghini,Huracan Tecnica Coupe,2023,278,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Bianco Monocerus,Nero Ade,None reported,No,"$359,991",631.0,5.2,V10,2.0
253,253,Alfa,Romeo Giulia Quadrifoglio,2022,1966,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,Automatic,Verde,Black,None reported,No,"$75,900",505.0,2.9,V6,5.0
254,254,Chevrolet,Trailblazer LT,2021,50648,Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic,Pacific Blue Metallic,Jet Black,None reported,No,"$23,995",137.0,1.2,I3,5.0
255,255,Toyota,Land Cruiser Base,1993,231500,not defined,–,Automatic,White,Gray,None reported,Yes,"$29,500",212.0,4.5,Straight 6,8.0
256,256,Lamborghini,Urus Base,2021,13692,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,None reported,Yes,"$257,000",641.0,4.0,V8,5.0
257,257,INFINITI,G37 x,2013,60058,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,"$15,000",328.0,3.7,V6,5.0
258,258,Maserati,Levante S,2017,54423,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$33,950",424.0,3.0,V6,5.0
259,259,Toyota,Highlander Limited,2022,24001,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Wind Chill Pearl,Graphite,None reported,No,"$47,498",295.0,3.5,V6,7.0
260,260,Nissan,Armada SL,2022,14735,Gasoline,5.6 Liter,Automatic,White,Black,None reported,No,"$50,998",400.0,5.6,V8,8.0
261,261,Audi,Q5 Premium,2023,2425,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black,–,None reported,No,"$42,998",248.0,2.0,I4,5.0
262,262,Ford,Shelby GT500 Base,2022,2050,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Black,None reported,Yes,"$94,999",760.0,5.2,V8,2.0
263,263,Lincoln,Navigator L Reserve,2019,64855,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Beige,None reported,Yes,"$46,995",450.0,3.5,V6,8.0
264,264,Mercedes-Benz,EQS 450+ Base,2022,16238,not defined,329.0HP Electric Motor Electric Fuel System,Automatic,White,Beige,None reported,Yes,"$62,479",329.0,0.0,Electric,5.0
265,265,RAM,1500 Laramie,2022,18051,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,"$47,995",395.0,5.7,V8,5.0
266,266,Lincoln,Town Car Base,2004,36524,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$14,900",239.0,4.6,V8,5.0
267,267,Toyota,Camry Hybrid LE,2022,14048,Hybrid,2.5L I4 16V PDI DOHC Hybrid,Automatic,Black,Black,None reported,No,"$29,999",208.0,2.5,I4,5.0
268,268,Honda,CR-V EX,2003,224000,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Gray,None reported,Yes,"$3,900",160.0,2.4,I4,5.0
269,269,Mercedes-Benz,E-Class E 550,2014,80581,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Beige,None reported,Yes,"$26,000",402.0,4.7,V8,5.0
270,270,Mazda,MX-5 Miata Grand Touring,2007,81400,Gasoline,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Red,–,At least 1 accident or damage reported,Yes,"$11,000",166.0,2.0,I4,2.0
